Unnamed: 0,title,artist,top_genre,year,added,bpm,nrgy,dB,live,val,dur,acous,spch,pop
199,"Everywhere, Everything (with Gracie Abrams)",Noah Kahan,pov: indie,2023,2024‑02‑02,180,36,-10,13,31,258,57,3,81
200,"he loves me, he loves me not",Jessica Baio,singer-songwriter pop,2024,2024‑02‑02,180,67,-7,54,37,158,2,25,73
201,The Things I Do For Love,bludnymph,,2024,2024‑02‑02,136,76,-4,45,77,161,22,11,62
202,Cedar,Gracie Abrams,alt z,2023,2024‑02‑02,134,40,-9,10,14,253,74,3,68
203,GODS,League of Legends,speedrun,2023,2024‑02‑02,146,77,-6,20,49,221,1,5,85
204,club heaven,Nessa Barrett,alt z,2023,2024‑02‑02,96,64,-6,8,37,132,8,21,69
205,Solo,Myles Smith,singer-songwriter pop,2023,2024‑02‑02,123,46,-7,12,35,200,70,4,82
206,older,Isabel LaRosa,dark r&b,2023,2024‑02‑02,68,51,-7,9,42,138,8,3,84
207,Not My Fault (with Megan Thee Stallion),Reneé Rapp,alt z,2024,2024‑02‑02,124,79,-6,38,87,171,11,18,79
208,Say Cheese,Paul Russell,indie r&b,2024,2024‑02‑02,105,73,-3,33,80,153,9,7,62
209,You & Me,JENNIE,k-pop,2023,2024‑02‑02,112,57,-6,9,57,179,1,6,80
210,something to remember,Matt Hansen,gen z singer-songwriter,2023,2024‑02‑02,112,72,-7,12,49,162,38,3,80
211,Touchy Feely Fool,AJR,pov: indie,2023,2024‑02‑02,76,76,-5,33,61,215,13,14,69
212,Eras Of Us,FLETCHER,alt z,2023,2024‑02‑02,130,59,-8,15,10,169,10,7,71
213,Lovesick,Laufey,gen z singer-songwriter,2023,2024‑02‑02,105,37,-10,11,34,225,66,3,74
214,ur special to me,Artemas,,2024,2024‑02‑02,172,84,-7,27,24,114,0,4,60
215,this is what winter feels like,JVKE,modern indie pop,2024,2024‑02‑02,115,51,-6,38,36,195,65,6,75
216,making the bed,Olivia Rodrigo,pop,2023,2024‑02‑02,133,41,-8,12,23,199,35,3,81
217,hard enough to stay alive,Arden Jones,singer-songwriter pop,2024,2024‑02‑02,94,97,-2,12,41,153,0,17,62
218,Beautiful Things,Benson Boone,singer-songwriter pop,2024,2024‑02‑02,105,47,-6,14,22,180,15,6,91
219,Whatever,Kygo,edm,2024,2024‑02‑02,108,78,-6,33,60,178,11,7,87
220,Last Man Standing,Livingston,singer-songwriter pop,2024,2024‑02‑02,138,44,-6,11,45,183,84,3,72
221,Aphrodite,Sam Short,alt z,2024,2024‑02‑02,108,62,-5,50,39,144,1,5,63
222,Don't Need to Sleep,John Legend,neo soul,2023,2024‑02‑02,123,63,-6,34,19,189,30,4,60
223,Hungry Heart,Declan J Donovan,indie anthem-folk,2024,2024‑02‑02,132,74,-5,17,76,140,6,4,61
224,Nice to meet you (feat. Central Cee),PinkPantheress,bedroom pop,2023,2024‑02‑02,148,78,-7,6,55,162,3,5,75
225,Lead Me On,FLETCHER,alt z,2024,2024‑02‑02,148,94,-5,12,31,174,1,9,70
226,Selfish,Justin Timberlake,dance pop,2024,2024‑02‑02,88,54,-7,9,38,229,7,4,82
227,On My Mama,Victoria Monét,alternative r&b,2023,2024‑02‑02,153,54,-8,12,62,187,55,11,74
228,he never will,Alexander Stewart,singer-songwriter pop,2023,2024‑02‑02,130,76,-5,11,53,171,12,5,69
229,Scared To Start,Michael Marcagi,,2024,2024‑02‑02,148,55,-11,40,44,160,38,3,84
230,Deep In Your Love,Alok,electro house,2024,2024‑02‑02,130,84,-6,6,56,145,1,4,80
231,Tummy Hurts,Reneé Rapp,alt z,2023,2024‑02‑02,150,68,-6,12,48,169,78,29,79
232,UNTOUCHABLE,ITZY,k-pop,2024,2024‑02‑02,105,90,-3,8,67,194,22,13,80
233,Angels in Tibet,Amaarae,afro r&b,2023,2024‑02‑02,140,68,-6,14,54,143,24,13,80
234,HEAVEN,The Kid LAROI,australian hip hop,2024,2024‑02‑02,143,28,-9,10,41,175,77,4,78
235,When We Were Young (The Logical Song),David Guetta,big room,2023,2024‑02‑02,140,91,-5,11,50,147,5,5,87
236,Don't Like Anybody,Bella Poarch,modern alternative pop,2024,2024‑02‑02,147,65,-5,5,73,131,2,8,0
237,Where Do We Go Now? (Music from Lil Nas X: Long Live Montero),Lil Nas X,lgbtq+ hip hop,2024,2024‑02‑02,142,56,-7,18,12,195,8,4,70
238,Clarity,24kGoldn,cali rap,2024,2024‑02‑02,151,82,-5,14,55,138,29,25,0
239,Mosquito,PinkPantheress,bedroom pop,2023,2024‑02‑02,163,90,-4,19,56,146,9,12,65
240,Only In My Mind,Kenya Grace,singer-songwriter pop,2023,2024‑02‑02,143,76,-10,11,42,161,70,11,72
241,Call Me Yours,Lillian Hepler,alt z,2024,2024‑02‑02,74,30,-8,12,13,152,34,10,50
242,Memories,Dean Lewis,australian pop,2024,2024‑02‑02,129,39,-7,12,41,180,80,4,0
243,if u think i'm pretty,Artemas,,2023,2024‑02‑02,144,58,-6,56,40,114,53,5,85
244,White Glove,Dove Cameron,pop,2023,2024‑02‑02,178,69,-5,32,48,150,2,4,66
245,Strangers,Lewis Capaldi,pop,2024,2024‑02‑02,114,45,-4,7,25,214,51,5,78
246,Lilly,LOVA,swedish pop,2024,2024‑02‑02,83,40,-8,26,23,190,41,3,57
247,In The City,Charli XCX,art pop,2023,2024‑02‑02,128,75,-5,7,65,176,3,4,76
248,24,NIKI,indonesian r&b,2024,2024‑02‑02,168,32,-13,17,33,246,63,4,70
249,Paris,Kenya Grace,singer-songwriter pop,2023,2024‑02‑02,145,77,-8,9,79,181,26,25,67
250,Memory Lane,Zara Larsson,pop,2023,2024‑02‑02,96,66,-5,14,53,192,49,6,71
251,Ultraviolet,Aidan Bissett,gen z singer-songwriter,2023,2024‑02‑02,95,79,-6,6,52,206,1,3,59
252,AMERICAN HORROR SHOW,SNOW WIFE,,2023,2024‑02‑02,162,76,-5,70,30,149,4,9,74
253,Those Eyes (feat. Zeph),New West,toronto indie,2024,2024‑02‑02,120,36,-8,26,24,245,72,3,64
254,Drama,aespa,k-pop girl group,2023,2024‑02‑02,131,87,-2,36,38,215,16,4,88
255,Homesick (with Sam Fender),Noah Kahan,pov: indie,2024,2024‑02‑02,170,63,-6,34,39,194,3,4,82
256,Intrusive Thoughts,Natalie Jane,singer-songwriter pop,2023,2024‑02‑02,64,32,-9,9,13,201,77,3,73
257,Igual Que Un Ángel (with Peso Pluma),Kali Uchis,colombian pop,2024,2024‑02‑02,108,61,-5,18,46,260,0,3,94
258,Commas,Ayra Starr,afrobeats,2024,2024‑02‑02,100,59,-7,55,71,157,2,4,0
259,jesus christ in a mini skirt,Meg Smith,,2024,2024‑02‑02,106,81,-6,11,11,181,0,4,60
260,PUPPET SHOW,XG,k-pop girl group,2023,2024‑02‑02,150,61,-6,21,72,200,8,14,73
261,"Fire! (feat. YUQI ((G)I-DLE), JVKE)",Alan Walker,electro house,2023,2024‑02‑02,125,70,-6,8,38,138,6,5,79
262,Wild Ones (feat. Jelly Roll),Jessie Murph,modern country pop,2023,2024‑02‑02,136,69,-4,17,29,143,9,4,85
263,face to face,kenzie,social media pop,2024,2024‑02‑02,155,67,-6,8,70,170,13,3,58
264,THE LINE (feat. d4vd),The Kid LAROI,australian hip hop,2023,2024‑02‑02,92,35,-10,31,69,152,83,5,67
265,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,pop,2023,2024‑02‑02,110,51,-9,9,7,146,19,3,88
266,I'm Sorry,Ali Gatie,canadian hip hop,2024,2024‑02‑02,82,38,-10,11,39,204,88,4,65
267,High,Stephen Sanchez,gen z singer-songwriter,2023,2024‑02‑02,176,68,-8,27,40,162,10,4,85
268,Agora Hills,Doja Cat,dance pop,2023,2024‑02‑02,123,67,-6,12,39,265,23,10,92
269,Perfect Night,LE SSERAFIM,k-pop girl group,2023,2024‑02‑02,136,82,-5,6,50,159,10,3,91
270,DARLING DRIVE,METTE,future bass,2024,2024‑02‑02,117,84,-6,11,53,199,3,47,67
271,I GOT YOU,TWICE,k-pop,2024,2024‑02‑02,176,81,-4,9,50,173,5,6,0
272,Skin and Bones,David Kushner,gen z singer-songwriter,2024,2024‑02‑02,117,46,-10,15,17,215,65,4,85
273,(Trust Me Now) I'm Fine,ROZES,alt z,2024,2024‑02‑02,118,74,-7,36,54,197,5,5,57
274,Truth or Dare,Tyla,,2023,2024‑02‑02,154,60,-6,9,81,190,18,34,79
275,Comfortable,Victor Ray,,2024,2024‑02‑02,76,41,-6,10,32,229,45,7,74
276,One Of Your Girls,Troye Sivan,australian pop,2023,2024‑02‑02,93,66,-8,22,81,181,9,7,65
277,You Could Start A Cult (with Lizzy McAlpine),Niall Horan,pop,2023,2024‑02‑02,83,23,-10,12,32,195,92,3,66
278,A Night To Remember,beabadoobee,bedroom pop,2023,2024‑02‑02,115,62,-8,9,57,233,50,3,80
279,Strong Enough (feat. Bailey Zimmerman),Jonas Brothers,boy band,2023,2024‑02‑02,126,82,-5,5,65,149,21,6,75
280,History Of Man,Maisie Peters,alt z,2023,2024‑02‑02,125,54,-6,11,29,208,61,7,73
281,Stuck In The Middle,BABYMONSTER,,2024,2024‑02‑02,120,33,-9,8,33,246,88,3,55
282,J CHRIST,Lil Nas X,lgbtq+ hip hop,2024,2024‑02‑02,150,61,-6,45,89,154,6,9,84
283,Killing Me,Conan Gray,bedroom pop,2023,2024‑02‑02,138,67,-6,45,71,205,2,4,72
284,711,Emei,alt z,2023,2024‑02‑02,124,62,-8,10,74,149,13,5,59
285,The Door,Teddy Swims,,2023,2024‑02‑02,128,86,-5,12,76,213,2,5,77
286,العيب,Haytham Shaker,arab pop,2024,2024‑02‑02,130,40,-9,24,40,190,51,5,39
287,Ba'ad Gheyabo,Ahmed Batshan,arab pop,2020,2024‑02‑02,112,48,-9,13,42,243,72,4,52
288,هيبدأ يتكلم,Ramy Gamal,arab pop,2023,2024‑02‑02,115,48,-8,8,69,166,45,3,54
289,بانت افعالك,Seif Magdy,mahraganat,2022,2024‑02‑02,136,53,-8,37,49,233,69,7,34
290,انا هونت عليك,Houda Bondok,egyptian viral pop,2023,2024‑02‑02,60,54,-9,23,44,248,86,11,51
291,بعده فارق,Ramy Gamal,arab pop,2024,2024‑02‑02,90,35,-14,35,25,253,54,5,50
292,Aloomek,Marwan Moussa,egyptian hip hop,2022,2024‑02‑02,138,33,-12,11,37,307,65,31,56
293,Sad Khana,Nabil,egyptian pop,2023,2024‑02‑02,156,69,-4,6,68,232,56,6,43
294,و كأنك سكر,Jannat,moroccan pop,2023,2024‑02‑02,156,56,-7,11,59,231,77,3,49
295,و افتكرت,Mohamed Hamaki,arab pop,2008,2024‑02‑02,80,65,-9,9,51,254,50,7,61
296,Al Hob Al,Fadel Chaker,arab pop,2023,2024‑02‑02,156,52,-9,18,52,386,83,5,38
297,Ya'any Khalas,Tamer Hosny,arab pop,2006,2024‑02‑02,134,49,-11,2,45,242,39,3,33
298,عاندنا ليه,Karim Mohsen,arab pop,2024,2024‑02‑02,110,46,-9,20,40,249,73,3,37
299,هي حكاية,Ramy Gamal,arab pop,2024,2024‑02‑02,168,44,-10,11,44,183,57,14,46
300,Baad El Kalam,Ahmed Kamel,egyptian pop,2023,2024‑02‑02,80,43,-9,10,36,233,49,17,62
301,بحكي عليكي,Ramy Sabry,arab pop,2024,2024‑02‑02,160,58,-8,8,67,245,57,17,46
302,Albak Ya Hawl ALLAH,Bahaa Sultan,arab pop,2006,2024‑02‑02,136,48,-13,14,50,306,39,3,53
303,Ayam W Fato,Ahmed Batshan,arab pop,2021,2024‑02‑02,160,68,-6,8,69,274,58,8,34
304,Msh Da Elle Ekhtarto,Lege-Cy,egyptian hip hop,2023,2024‑02‑02,89,52,-7,9,40,183,16,3,53
305,Sebooh,Amr Mostafa,arab pop,2022,2024‑02‑02,80,94,-4,9,93,191,16,4,42
306,Raho,Haytham Shaker,arab pop,2019,2024‑02‑02,119,84,-7,12,78,197,13,4,44
307,Ayesh Fel Dabab,Nabil,egyptian pop,2023,2024‑02‑02,120,71,-6,23,51,196,31,4,46
308,Ared Laeeh,Assala Nasri,arab pop,2003,2024‑02‑02,150,56,-8,15,56,231,46,8,44
309,Aywa Ya Ghashash,Ehab Tawfik,arab pop,2024,2024‑02‑02,160,63,-8,9,50,245,32,6,38
310,En Kont Ghaly,Aida el Ayoubi,arab pop,1991,2024‑02‑02,103,24,-11,13,37,302,88,3,48
311,Waga'a El Hawa,Mahmoud El Esseily,arab pop,2018,2024‑02‑02,150,47,-10,6,48,298,18,4,51
312,Enta Teabal,Sandy,arab pop,2024,2024‑02‑02,79,52,-10,35,24,212,67,4,30
313,Malkshy Makan,Ahmed Saad,arab pop,2019,2024‑02‑02,118,31,-11,12,26,244,26,4,44
314,Qesset Sheta (قصة شتا),Donia Samir Ghanem,arab pop,2013,2024‑02‑02,140,53,-9,42,64,207,72,4,46
315,El Sabr Gamel - الصبر جميل,Maha Ftouni,egyptian pop,2023,2024‑02‑02,144,53,-8,40,46,299,76,5,64
316,Haraga’ak Ghareeb - هرجعك غريب,A5rass - الاخرس,middle east hip hop,2022,2024‑02‑02,75,67,-8,23,73,200,62,6,43
317,Mabhenlhash,Moustafa Hagag,arab pop,2014,2024‑02‑02,84,74,-6,36,57,287,49,3,49
318,كلمة رجوعنا,Hoda Bondok,mahraganat,2024,2024‑02‑02,140,79,-6,20,50,261,17,5,43
319,3la 3eny,Ahmed Kamel,egyptian pop,2021,2024‑02‑02,142,34,-13,13,21,316,83,4,55
320,Ba3tzrlek,Ahmed Saad,arab pop,2024,2024‑02‑02,128,45,-11,17,52,250,6,9,48
321,Law Hatsib,Mohamed Hamaki,arab pop,2021,2024‑02‑02,82,41,-9,6,41,228,31,4,55
322,Hob Ghalat,Mahmoud El Esseily,arab pop,2021,2024‑02‑02,135,53,-6,12,53,247,6,5,57
323,Tamini Alieak,Mohamed Fouad,arab pop,2007,2024‑02‑02,144,58,-7,23,22,268,4,5,54
324,Benetharab,Wama,arab pop,2019,2024‑02‑02,120,39,-7,13,42,181,34,3,38
325,Mouch Fara Ktir,Nancy Ajram,afghan pop,2014,2024‑02‑02,75,67,-5,8,44,303,5,5,31
326,بأمارة مين,Farid,egyptian pop,2022,2024‑02‑02,136,66,-6,21,73,196,47,3,64
327,Qoul Regaat Leah,Hussain Aljassmi,khaliji,2005,2024‑02‑02,104,87,-6,28,66,229,40,7,53
328,فى احساس مالينى,Wael Jassar,arab pop,2015,2024‑02‑02,128,57,-9,20,46,249,5,4,56
329,Alolo Kalam,Kamel Ehab,,2021,2024‑02‑02,150,45,-12,10,46,252,71,4,34
330,Maa Al Salama,Fadel Chaker,arab pop,2018,2024‑02‑02,160,75,-5,16,39,213,40,22,42
331,البخت,Wegz,egyptian hip hop,2022,2024‑02‑02,105,59,-8,12,66,206,49,13,67
332,Fouq,Assala Nasri,arab pop,2023,2024‑02‑02,138,60,-5,32,57,193,39,6,64
333,Mars April,Assala Nasri,arab pop,2023,2024‑02‑02,168,63,-8,12,35,196,71,6,46
334,Hamoot Men Gherha,Ramy Sabry,arab pop,2021,2024‑02‑02,75,45,-8,9,26,212,58,8,47
335,Mahzouz,Tamer Ashour,arab pop,2018,2024‑02‑02,138,52,-8,50,44,227,56,3,58
336,نسينا نعيش,Angham,arab pop,2023,2024‑02‑02,128,53,-6,12,27,195,50,10,47
337,حكايتنا منهيه,Ramy Gamal,arab pop,2023,2024‑02‑02,160,58,-10,9,52,280,65,4,49
338,Ana Mosammem,Bahaa Sultan,arab pop,2011,2024‑02‑02,134,57,-8,17,60,323,31,3,57
339,Mel Bedaya,Mohamed Hamaki,arab pop,2019,2024‑02‑02,74,52,-9,10,54,279,41,8,56
340,دوخناك يا فراق,Ramy Gamal,arab pop,2024,2024‑02‑02,156,61,-9,12,50,250,67,15,50
341,Aywa Etghayart,Samira Said,arab pop,2015,2024‑02‑02,140,57,-8,9,17,313,38,5,29
342,Ya Layaly,Sherine,arab pop,2014,2024‑02‑02,154,53,-7,26,64,299,63,3,65
343,Saet EL Forak,Amr Diab,arab pop,2014,2024‑02‑02,135,50,-8,13,14,234,77,3,53
344,02:00 Am,Lege-Cy,egyptian hip hop,2018,2024‑02‑02,98,43,-12,23,24,201,83,16,53
345,Kesert Koul El Nass,George Wassouf,arab pop,2006,2024‑02‑02,125,92,-6,32,45,344,12,11,54
346,Makhdoua,Fayrouz Arkan,,2024,2024‑02‑02,120,52,-5,9,36,274,81,4,35
347,بين الحيطان,Ramy Sabry,arab pop,2024,2024‑02‑02,154,58,-8,12,49,193,66,3,52
348,Matwhashneesh,Cairokee,arab alternative,2022,2024‑02‑02,118,42,-11,6,13,247,68,4,52
349,Lessa El Kalam Zaalan,Ramy Gamal,arab pop,2021,2024‑02‑02,134,34,-11,12,31,276,75,3,38
350,فين ذنبي,Ahmed Khaled,egyptian viral pop,2024,2024‑02‑02,126,34,-10,19,57,232,95,11,11
351,7ALA,Afroto,egyptian hip hop,2023,2024‑02‑02,98,54,-13,20,50,181,58,4,62
352,Sora Ma3kosa,Adham Seliman,arab pop,2019,2024‑02‑02,135,48,-6,11,28,272,87,5,46
353,مرجعليش,Farid,egyptian pop,2024,2024‑02‑02,142,46,-9,26,37,304,86,5,59
354,مش حكاية,Farid,egyptian pop,2023,2024‑02‑02,77,78,-5,21,64,223,26,4,52
355,Khasemt El Noum,Sherine,arab pop,2021,2024‑02‑02,140,49,-10,9,52,204,48,7,56
356,Men Sokat,Ahmed Kamel,egyptian pop,2024,2024‑02‑02,140,46,-9,15,38,194,44,10,0
357,انا لو حبيبك,Mohamed Fouad,arab pop,1999,2024‑02‑02,154,62,-12,9,43,327,25,6,50
358,Bataleny,Moustafa Hagag,arab pop,2023,2024‑02‑02,144,58,-7,15,14,230,42,4,44
359,Mshit Khalas,Wael Jassar,arab pop,2005,2024‑02‑02,135,90,-8,6,81,279,15,8,53
360,Baalo Kam Youm,Mohamed Adaweya,egyptian viral pop,2018,2024‑02‑02,102,72,-7,10,28,275,2,3,41
361,خطوة,Moustafa Hagag,arab pop,2018,2024‑02‑02,125,95,-4,32,97,198,36,4,53
362,Baskotaya M2armesha,Hassan Shakosh,arab pop,2020,2024‑02‑02,109,94,0,9,69,224,4,7,53
363,Misirlou,George Abdo,belly dance,1993,2024‑02‑02,125,54,-14,8,88,258,7,3,33
364,Mozza Helwa Lebanese,Feroan,mahraganat,2021,2024‑02‑02,194,76,-6,30,55,182,7,39,45
365,Jelly Belly Dance,Emad Sayyah,belly dance,2012,2024‑02‑02,140,75,-10,5,22,138,0,7,36
366,الدنيا زى المرجيحة,عمرو السعيد,,2017,2024‑02‑02,98,57,-12,9,85,296,23,15,48
367,الجدعنه,Ahmed Sheba,arab pop,2023,2024‑02‑02,94,73,-5,20,40,331,40,4,42
368,Hetta Tanya,Ruby,arab pop,2021,2024‑02‑02,106,80,-6,3,93,199,21,4,58
369,Ama Baraw,Hussain Aljassmi,khaliji,2018,2024‑02‑02,149,88,-5,37,64,435,6,17,47
370,Albek Bahar Maleh,El Sawareekh,mahraganat,2019,2024‑02‑02,135,71,-10,10,75,194,19,4,41
371,الجدع,Mahmoud El Leithy,arab pop,2024,2024‑02‑02,95,94,-5,6,71,200,32,5,40
372,Ah W Noss,Nancy Ajram,afghan pop,2008,2024‑02‑02,142,98,-1,5,96,281,9,11,47
373,Ana La Mastol,Hamada Helal,arab pop,2008,2024‑02‑02,133,79,-5,4,29,322,56,7,41
374,Set El Setat,Mahmoud El Esseily,arab pop,2012,2024‑02‑02,110,75,-7,3,93,236,18,4,32
375,El Wad Albo Beyewga'o,Bahaa Sultan,arab pop,2006,2024‑02‑02,90,78,-7,5,97,247,41,5,55
376,El 'Aawoo,Diab,egyptian viral pop,2009,2024‑02‑02,125,93,-4,11,74,290,8,4,41
377,Ghammazat,Diab,egyptian viral pop,2009,2024‑02‑02,128,93,-4,8,97,249,20,6,44
378,Mesytara,Lamis Kan,egyptian pop,2021,2024‑02‑02,100,82,-6,8,73,168,17,9,70
379,Alby Plastic,Ruby,arab pop,2021,2024‑02‑02,126,81,-7,4,98,211,5,5,55
380,Souq El Banat,Mahmoud El Leithy,arab pop,2011,2024‑02‑02,138,97,-4,33,83,299,32,4,47
381,لغبطيطا,Omar Kamal,arab pop,2020,2024‑02‑02,135,98,0,14,96,190,23,7,54
382,Nos Banat Baldak,Mahmoud El Leithy,arab pop,2023,2024‑02‑02,136,96,-4,8,79,128,11,5,36
383,Melody of Heartbeat,Artem Uzunov,belly dance,2013,2024‑02‑02,148,99,-4,17,35,249,1,17,37
384,Ama Naeima,Marwa,arab pop,2018,2024‑02‑02,107,80,-7,10,69,201,48,6,43
385,Ya Medalaa,Ahmed Saad,arab pop,2019,2024‑02‑02,150,84,-7,6,97,235,6,5,46
386,Mahragan Bent El Geran,Hassan Shakosh,arab pop,2020,2024‑02‑02,105,86,-2,33,69,183,14,10,61
387,Wala Ala Balo,Amr Diab,arab pop,2001,2024‑02‑02,117,81,-8,11,33,308,16,4,53
388,سطلانة,Abd El Basset Hamouda,egyptian pop,2023,2024‑02‑02,126,89,-5,11,87,195,4,7,63
389,Nour El Ein,Amr Diab,arab pop,1996,2024‑02‑02,100,66,-12,4,77,308,27,8,65
390,على شانك (حبك سفاح),Nancy Ajram,afghan pop,2021,2024‑02‑02,108,86,-5,6,51,194,15,5,59
391,قلبي انتي خدتي قلبي,Hamo Bika,egyptian pop,2024,2024‑02‑02,135,95,0,6,84,247,7,4,38
392,Ekhwaty,El Sawareekh,mahraganat,2020,2024‑02‑02,140,74,-12,9,73,159,20,5,56
393,حلاوة روح,Hakim,arab pop,2015,2024‑02‑02,176,85,-5,31,60,390,26,8,51
394,Kol Youm,Ahmed Saad,arab pop,2021,2024‑02‑02,128,80,-8,4,96,206,33,4,50
395,Yamnana,Moustafa Hagag,arab pop,2014,2024‑02‑02,118,86,-6,9,90,257,13,4,54
396,انتي معلمه,Omar Kamal,arab pop,2020,2024‑02‑02,130,99,-1,20,92,192,27,8,54
397,Yearning (feat. Fathi Aljarah),Raul Ferrando,belly dance,2008,2024‑02‑02,148,61,-8,8,54,294,50,4,45
398,Tabla Talk,Raul Ferrando,belly dance,2008,2024‑02‑02,111,99,-8,5,53,214,18,10,38
399,Tabla Solo 2,Mokhtar al Said,belly dance,1991,2024‑02‑02,163,93,-6,7,99,104,26,7,39
